MACROECO;TIME_PERIOD;OBS_STATUS;REF_AREA;INDICATOR;OBS_VALUE;FREQ;CNAE_09_CRA_NEW
93052;2009;A;ES61;TAS_INTER_PREC_CORR;1.299635398;A;_Z
93052;2010;A;ES61;TAS_INTER_PREC_CORR;11.682425771;A;_Z
93052;2011;A;ES61;TAS_INTER_PREC_CORR;-0.042087397;A;_Z
93052;2012;A;ES61;TAS_INTER_PREC_CORR;-11.611227438;A;_Z
93052;2013;A;ES61;TAS_INTER_PREC_CORR;-2.073407945;A;_Z
93052;2014;A;ES61;TAS_INTER_PREC_CORR;11.437713143;A;_Z
93052;2015;A;ES61;TAS_INTER_PREC_CORR;-0.747567498;A;_Z
93052;2016;A;ES61;TAS_INTER_PREC_CORR;11.350935316;A;_Z
93052;2017;A;ES61;TAS_INTER_PREC_CORR;7.904234256;A;_Z
93052;2018;A;ES61;TAS_INTER_PREC_CORR;-2.664720169;A;_Z
93052;2019;P;ES61;TAS_INTER_PREC_CORR;1.795791355;A;_Z
93052;2020;AV;ES61;TAS_INTER_PREC_CORR;2.510341419;A;_Z
93052;2021;1E;ES61;TAS_INTER_PREC_CORR;4.910718629;A;_Z
93053;1996;A;ES61;TAS_INTER_PREC_CORR;4.105258362;A;_Z
93053;1997;A;ES61;TAS_INTER_PREC_CORR;6.074023845;A;_Z
93053;1998;A;ES61;TAS_INTER_PREC_CORR;6.484156873;A;_Z
93053;1999;A;ES61;TAS_INTER_PREC_CORR;4.161303587;A;_Z
93053;2000;A;ES61;TAS_INTER_PREC_CORR;5.438708335;A;_Z
93053;2001;A;ES61;TAS_INTER_PREC_CORR;4.436072807;A;_Z
93053;2002;A;ES61;TAS_INTER_PREC_CORR;3.995084976;A;_Z
93053;2003;A;ES61;TAS_INTER_PREC_CORR;6.477188613;A;_Z
93053;2004;A;ES61;TAS_INTER_PREC_CORR;6.480307533;A;_Z
93053;2005;A;ES61;TAS_INTER_PREC_CORR;3.844835563;A;_Z
93053;2006;A;ES61;TAS_INTER_PREC_CORR;2.440832157;A;_Z
93053;2007;A;ES61;TAS_INTER_PREC_CORR;3.240853981;A;_Z
93053;2008;A;ES61;TAS_INTER_PREC_CORR;5.203315546;A;_Z
93053;2009;A;ES61;TAS_INTER_PREC_CORR;-8.653295092;A;_Z
93053;2010;A;ES61;TAS_INTER_PREC_CORR;-1.393909434;A;_Z
93053;2011;A;ES61;TAS_INTER_PREC_CORR;-1.2674607;A;_Z
93053;2012;A;ES61;TAS_INTER_PREC_CORR;-4.942142762;A;_Z
93053;2013;A;ES61;TAS_INTER_PREC_CORR;-5.611036381;A;_Z
93053;2014;A;ES61;TAS_INTER_PREC_CORR;0.219651479;A;_Z
93053;2015;A;ES61;TAS_INTER_PREC_CORR;1.789417408;A;_Z
93053;2016;A;ES61;TAS_INTER_PREC_CORR;7.275640648;A;_Z
93053;2017;A;ES61;TAS_INTER_PREC_CORR;5.911993246;A;_Z
93053;2018;A;ES61;TAS_INTER_PREC_CORR;6.062637144;A;_Z
93053;2019;P;ES61;TAS_INTER_PREC_CORR;3.027224446;A;_Z
93053;2020;AV;ES61;TAS_INTER_PREC_CORR;-1.951435497;A;_Z
93053;2021;1E;ES61;TAS_INTER_PREC_CORR;1.844713166;A;_Z
93054;1996;A;ES61;TAS_INTER_PREC_CORR;3.675122176;A;_Z
93054;1997;A;ES61;TAS_INTER_PREC_CORR;7.013897937;A;_Z
93054;1998;A;ES61;TAS_INTER_PREC_CORR;6.854069641;A;_Z
93054;1999;A;ES61;TAS_INTER_PREC_CORR;4.044762295;A;_Z
93054;2000;A;ES61;TAS_INTER_PREC_CORR;5.893802497;A;_Z
93054;2001;A;ES61;TAS_INTER_PREC_CORR;5.153427602;A;_Z
93054;2002;A;ES61;TAS_INTER_PREC_CORR;3.695047834;A;_Z
93054;2003;A;ES61;TAS_INTER_PREC_CORR;6.072478291;A;_Z
93054;2004;A;ES61;TAS_INTER_PREC_CORR;5.231362035;A;_Z
93054;2005;A;ES61;TAS_INTER_PREC_CORR;2.841207194;A;_Z
93054;2006;A;ES61;TAS_INTER_PREC_CORR;2.531059584;A;_Z
93054;2007;A;ES61;TAS_INTER_PREC_CORR;3.219309423;A;_Z
93054;2008;A;ES61;TAS_INTER_PREC_CORR;4.779698309;A;_Z
93054;2009;A;ES61;TAS_INTER_PREC_CORR;-10.335000819;A;_Z
93054;2010;A;ES61;TAS_INTER_PREC_CORR;-2.284260846;A;_Z
93054;2011;A;ES61;TAS_INTER_PREC_CORR;-2.02571897;A;_Z
93054;2012;A;ES61;TAS_INTER_PREC_CORR;-8.168166976;A;_Z
93054;2013;A;ES61;TAS_INTER_PREC_CORR;-3.818502118;A;_Z
93054;2014;A;ES61;TAS_INTER_PREC_CORR;-0.04427272;A;_Z
93054;2015;A;ES61;TAS_INTER_PREC_CORR;1.001125193;A;_Z
93054;2016;A;ES61;TAS_INTER_PREC_CORR;7.093489292;A;_Z
93054;2017;A;ES61;TAS_INTER_PREC_CORR;5.995807255;A;_Z
93054;2018;A;ES61;TAS_INTER_PREC_CORR;6.830500655;A;_Z
93054;2019;P;ES61;TAS_INTER_PREC_CORR;2.891543827;A;_Z
93054;2020;AV;ES61;TAS_INTER_PREC_CORR;-3.914454014;A;_Z
93054;2021;1E;ES61;TAS_INTER_PREC_CORR;-0.535163382;A;_Z
93055;1996;A;ES61;TAS_INTER_PREC_CORR;7.871059213;A;_Z
93055;1997;A;ES61;TAS_INTER_PREC_CORR;8.377766995;A;_Z
93055;1998;A;ES61;TAS_INTER_PREC_CORR;11.477152456;A;_Z
93055;1999;A;ES61;TAS_INTER_PREC_CORR;19.828304563;A;_Z
93055;2000;A;ES61;TAS_INTER_PREC_CORR;16.299600642;A;_Z
93055;2001;A;ES61;TAS_INTER_PREC_CORR;14.751240719;A;_Z
93055;2002;A;ES61;TAS_INTER_PREC_CORR;11.731196033;A;_Z
93055;2003;A;ES61;TAS_INTER_PREC_CORR;11.76579105;A;_Z
93055;2004;A;ES61;TAS_INTER_PREC_CORR;13.253115558;A;_Z
93055;2005;A;ES61;TAS_INTER_PREC_CORR;13.923826473;A;_Z
93055;2006;A;ES61;TAS_INTER_PREC_CORR;14.67286554;A;_Z
93055;2007;A;ES61;TAS_INTER_PREC_CORR;5.863829407;A;_Z
93055;2008;A;ES61;TAS_INTER_PREC_CORR;-9.363148178;A;_Z
93055;2009;A;ES61;TAS_INTER_PREC_CORR;-25.043242824;A;_Z
93055;2010;A;ES61;TAS_INTER_PREC_CORR;-16.48245211;A;_Z
93055;2011;A;ES61;TAS_INTER_PREC_CORR;-16.682306945;A;_Z
93055;2012;A;ES61;TAS_INTER_PREC_CORR;-26.605590668;A;_Z
93055;2013;A;ES61;TAS_INTER_PREC_CORR;-12.099534054;A;_Z
93055;2014;A;ES61;TAS_INTER_PREC_CORR;-5.272533705;A;_Z
93055;2015;A;ES61;TAS_INTER_PREC_CORR;15.675713954;A;_Z
93055;2016;A;ES61;TAS_INTER_PREC_CORR;8.325078541;A;_Z
93055;2017;A;ES61;TAS_INTER_PREC_CORR;2.723998621;A;_Z
93055;2018;A;ES61;TAS_INTER_PREC_CORR;14.52160413;A;_Z
93055;2019;P;ES61;TAS_INTER_PREC_CORR;8.203671536;A;_Z
93055;2020;AV;ES61;TAS_INTER_PREC_CORR;-5.62370386;A;_Z
93055;2021;1E;ES61;TAS_INTER_PREC_CORR;10.126486798;A;_Z
93057;1996;A;ES61;TAS_INTER_PREC_CORR;9.497311115;A;_Z
93057;1997;A;ES61;TAS_INTER_PREC_CORR;5.495245169;A;_Z
93057;1998;A;ES61;TAS_INTER_PREC_CORR;6.343512546;A;_Z
93057;1999;A;ES61;TAS_INTER_PREC_CORR;7.217922891;A;_Z
93057;2000;A;ES61;TAS_INTER_PREC_CORR;9.419318767;A;_Z
93057;2001;A;ES61;TAS_INTER_PREC_CORR;6.802377317;A;_Z
93057;2002;A;ES61;TAS_INTER_PREC_CORR;6.495246233;A;_Z
93057;2003;A;ES61;TAS_INTER_PREC_CORR;6.852358139;A;_Z
93057;2004;A;ES61;TAS_INTER_PREC_CORR;6.645485239;A;_Z
93057;2005;A;ES61;TAS_INTER_PREC_CORR;8.06291946;A;_Z
93057;2006;A;ES61;TAS_INTER_PREC_CORR;8.547381384;A;_Z
93057;2007;A;ES61;TAS_INTER_PREC_CORR;8.498334942;A;_Z
93057;2008;A;ES61;TAS_INTER_PREC_CORR;8.087888711;A;_Z
93057;2009;A;ES61;TAS_INTER_PREC_CORR;1.75821046;A;_Z
93057;2010;A;ES61;TAS_INTER_PREC_CORR;-0.317557393;A;_Z
93057;2011;A;ES61;TAS_INTER_PREC_CORR;-0.187454686;A;_Z
93057;2012;A;ES61;TAS_INTER_PREC_CORR;-6.663032956;A;_Z
93057;2013;A;ES61;TAS_INTER_PREC_CORR;-2.718640833;A;_Z
93057;2014;A;ES61;TAS_INTER_PREC_CORR;1.950083685;A;_Z
93057;2015;A;ES61;TAS_INTER_PREC_CORR;6.877232539;A;_Z
93057;2016;A;ES61;TAS_INTER_PREC_CORR;0.555214881;A;_Z
93057;2017;A;ES61;TAS_INTER_PREC_CORR;4.190272402;A;_Z
93057;2018;A;ES61;TAS_INTER_PREC_CORR;3.195499706;A;_Z
93057;2019;P;ES61;TAS_INTER_PREC_CORR;6.763404247;A;_Z
93057;2020;AV;ES61;TAS_INTER_PREC_CORR;-5.96697667;A;_Z
93057;2021;1E;ES61;TAS_INTER_PREC_CORR;8.436658357;A;_Z
93056;1996;A;ES61;TAS_INTER_PREC_CORR;7.19531992;A;_Z
93056;1997;A;ES61;TAS_INTER_PREC_CORR;4.7435853;A;_Z
93056;1998;A;ES61;TAS_INTER_PREC_CORR;8.029130437;A;_Z
93056;1999;A;ES61;TAS_INTER_PREC_CORR;11.249172577;A;_Z
93056;2000;A;ES61;TAS_INTER_PREC_CORR;9.714995147;A;_Z
93056;2001;A;ES61;TAS_INTER_PREC_CORR;5.942299462;A;_Z
93056;2002;A;ES61;TAS_INTER_PREC_CORR;6.293482216;A;_Z
93056;2003;A;ES61;TAS_INTER_PREC_CORR;7.486605086;A;_Z
93056;2004;A;ES61;TAS_INTER_PREC_CORR;5.575146729;A;_Z
93056;2005;A;ES61;TAS_INTER_PREC_CORR;8.922173011;A;_Z
93056;2006;A;ES61;TAS_INTER_PREC_CORR;8.655698243;A;_Z
93056;2007;A;ES61;TAS_INTER_PREC_CORR;9.562388283;A;_Z
93056;2008;A;ES61;TAS_INTER_PREC_CORR;10.701518792;A;_Z
93056;2009;A;ES61;TAS_INTER_PREC_CORR;-2.509953831;A;_Z
93056;2010;A;ES61;TAS_INTER_PREC_CORR;-2.601515975;A;_Z
93056;2011;A;ES61;TAS_INTER_PREC_CORR;3.013181355;A;_Z
93056;2012;A;ES61;TAS_INTER_PREC_CORR;-7.113778629;A;_Z
93056;2013;A;ES61;TAS_INTER_PREC_CORR;-4.963250223;A;_Z
93056;2014;A;ES61;TAS_INTER_PREC_CORR;2.070215604;A;_Z
93056;2015;A;ES61;TAS_INTER_PREC_CORR;10.097449579;A;_Z
93056;2016;A;ES61;TAS_INTER_PREC_CORR;-0.010534825;A;_Z
93056;2017;A;ES61;TAS_INTER_PREC_CORR;5.68648047;A;_Z
93056;2018;A;ES61;TAS_INTER_PREC_CORR;2.148045539;A;_Z
93056;2019;P;ES61;TAS_INTER_PREC_CORR;8.198207219;A;_Z
93056;2020;AV;ES61;TAS_INTER_PREC_CORR;-14.836858169;A;_Z
93056;2021;1E;ES61;TAS_INTER_PREC_CORR;9.208993183;A;_Z
93058;1996;A;ES61;TAS_INTER_PREC_CORR;6.286607675;A;_Z
93058;1997;A;ES61;TAS_INTER_PREC_CORR;4.857872274;A;_Z
93058;1998;A;ES61;TAS_INTER_PREC_CORR;12.729326668;A;_Z
93058;1999;A;ES61;TAS_INTER_PREC_CORR;28.769114796;A;_Z
93058;2000;A;ES61;TAS_INTER_PREC_CORR;12.59867122;A;_Z
93058;2001;A;ES61;TAS_INTER_PREC_CORR;4.159862679;A;_Z
93058;2002;A;ES61;TAS_INTER_PREC_CORR;4.237952013;A;_Z
93058;2003;A;ES61;TAS_INTER_PREC_CORR;1.703142443;A;_Z
93058;2004;A;ES61;TAS_INTER_PREC_CORR;1.602502123;A;_Z
93058;2005;A;ES61;TAS_INTER_PREC_CORR;7.932843266;A;_Z
93058;2006;A;ES61;TAS_INTER_PREC_CORR;3.297858475;A;_Z
93058;2007;A;ES61;TAS_INTER_PREC_CORR;6.758887544;A;_Z
93058;2008;A;ES61;TAS_INTER_PREC_CORR;7.33225497;A;_Z
93058;2009;A;ES61;TAS_INTER_PREC_CORR;4.903510249;A;_Z
93058;2010;A;ES61;TAS_INTER_PREC_CORR;-2.285252472;A;_Z
93058;2011;A;ES61;TAS_INTER_PREC_CORR;0.175033718;A;_Z
93058;2012;A;ES61;TAS_INTER_PREC_CORR;-7.696577632;A;_Z
93058;2013;A;ES61;TAS_INTER_PREC_CORR;-6.859198649;A;_Z
93058;2014;A;ES61;TAS_INTER_PREC_CORR;2.731196225;A;_Z
93058;2015;A;ES61;TAS_INTER_PREC_CORR;6.97118742;A;_Z
93058;2016;A;ES61;TAS_INTER_PREC_CORR;3.830663558;A;_Z
93058;2017;A;ES61;TAS_INTER_PREC_CORR;8.113584467;A;_Z
93058;2018;A;ES61;TAS_INTER_PREC_CORR;8.492071045;A;_Z
93058;2019;P;ES61;TAS_INTER_PREC_CORR;16.615997305;A;_Z
93058;2020;AV;ES61;TAS_INTER_PREC_CORR;8.984200343;A;_Z
93058;2021;1E;ES61;TAS_INTER_PREC_CORR;27.720477438;A;_Z
93059;1996;A;ES61;TAS_INTER_PREC_CORR;0.88018541;A;_Z
93059;1997;A;ES61;TAS_INTER_PREC_CORR;12.065060707;A;_Z
93059;1998;A;ES61;TAS_INTER_PREC_CORR;7.368645698;A;_Z
93059;1999;A;ES61;TAS_INTER_PREC_CORR;-1.488643783;A;_Z
93059;2000;A;ES61;TAS_INTER_PREC_CORR;0.358051043;A;_Z
93059;2001;A;ES61;TAS_INTER_PREC_CORR;4.003285047;A;_Z
93059;2002;A;ES61;TAS_INTER_PREC_CORR;9.358755212;A;_Z
93059;2003;A;ES61;TAS_INTER_PREC_CORR;3.847447677;A;_Z
93059;2004;A;ES61;TAS_INTER_PREC_CORR;11.414606066;A;_Z
93059;2005;A;ES61;TAS_INTER_PREC_CORR;4.716324238;A;_Z
93059;2006;A;ES61;TAS_INTER_PREC_CORR;4.974452182;A;_Z
93059;2007;A;ES61;TAS_INTER_PREC_CORR;8.704146944;A;_Z
93059;2008;A;ES61;TAS_INTER_PREC_CORR;7.255276794;A;_Z
93059;2009;A;ES61;TAS_INTER_PREC_CORR;-1.602223476;A;_Z
93059;2010;A;ES61;TAS_INTER_PREC_CORR;0.641978264;A;_Z
93059;2011;A;ES61;TAS_INTER_PREC_CORR;-0.356458773;A;_Z
93059;2012;A;ES61;TAS_INTER_PREC_CORR;-9.622537971;A;_Z
93059;2013;A;ES61;TAS_INTER_PREC_CORR;-5.082862589;A;_Z
93059;2014;A;ES61;TAS_INTER_PREC_CORR;-0.273417713;A;_Z
93059;2015;A;ES61;TAS_INTER_PREC_CORR;2.135869235;A;_Z
93059;2016;A;ES61;TAS_INTER_PREC_CORR;-1.784601771;A;_Z
93059;2017;A;ES61;TAS_INTER_PREC_CORR;-1.04312238;A;_Z
93059;2018;A;ES61;TAS_INTER_PREC_CORR;-1.125203092;A;_Z
93059;2019;P;ES61;TAS_INTER_PREC_CORR;0.883697955;A;_Z
93059;2020;AV;ES61;TAS_INTER_PREC_CORR;-2.673594575;A;_Z
93059;2021;1E;ES61;TAS_INTER_PREC_CORR;-0.050886721;A;_Z
93060;1996;A;ES61;TAS_INTER_PREC_CORR;7.08125807;A;_Z
93060;1997;A;ES61;TAS_INTER_PREC_CORR;8.858215437;A;_Z
93060;1998;A;ES61;TAS_INTER_PREC_CORR;20.767120759;A;_Z
93060;1999;A;ES61;TAS_INTER_PREC_CORR;18.506931363;A;_Z
93060;2000;A;ES61;TAS_INTER_PREC_CORR;14.412874512;A;_Z
93060;2001;A;ES61;TAS_INTER_PREC_CORR;18.813926518;A;_Z
93060;2002;A;ES61;TAS_INTER_PREC_CORR;16.523810976;A;_Z
93060;2003;A;ES61;TAS_INTER_PREC_CORR;16.371394416;A;_Z
93060;2004;A;ES61;TAS_INTER_PREC_CORR;12.764782188;A;_Z
93060;2005;A;ES61;TAS_INTER_PREC_CORR;8.11833391;A;_Z
93060;2006;A;ES61;TAS_INTER_PREC_CORR;15.408648376;A;_Z
93060;2007;A;ES61;TAS_INTER_PREC_CORR;-0.559194107;A;_Z
93060;2008;A;ES61;TAS_INTER_PREC_CORR;-6.784326685;A;_Z
93060;2009;A;ES61;TAS_INTER_PREC_CORR;-15.549436019;A;_Z
93060;2010;A;ES61;TAS_INTER_PREC_CORR;-3.845830922;A;_Z
93060;2011;A;ES61;TAS_INTER_PREC_CORR;-2.179889885;A;_Z
93060;2012;A;ES61;TAS_INTER_PREC_CORR;-11.236429433;A;_Z
93060;2013;A;ES61;TAS_INTER_PREC_CORR;-6.358632874;A;_Z
93060;2014;A;ES61;TAS_INTER_PREC_CORR;3.938989348;A;_Z
93060;2015;A;ES61;TAS_INTER_PREC_CORR;0.643393903;A;_Z
93060;2016;A;ES61;TAS_INTER_PREC_CORR;8.094227328;A;_Z
93060;2017;A;ES61;TAS_INTER_PREC_CORR;11.388249306;A;_Z
93060;2018;A;ES61;TAS_INTER_PREC_CORR;7.452822145;A;_Z
93060;2019;P;ES61;TAS_INTER_PREC_CORR;12.517264157;A;_Z
93060;2020;AV;ES61;TAS_INTER_PREC_CORR;0.367673687;A;_Z
93060;2021;1E;ES61;TAS_INTER_PREC_CORR;-3.76562681;A;_Z
93061;1996;A;ES61;TAS_INTER_PREC_CORR;12.669335765;A;_Z
93061;1997;A;ES61;TAS_INTER_PREC_CORR;11.173118158;A;_Z
93061;1998;A;ES61;TAS_INTER_PREC_CORR;10.376084104;A;_Z
93061;1999;A;ES61;TAS_INTER_PREC_CORR;5.280677924;A;_Z
93061;2000;A;ES61;TAS_INTER_PREC_CORR;8.280364381;A;_Z
93061;2001;A;ES61;TAS_INTER_PREC_CORR;6.692378401;A;_Z
93061;2002;A;ES61;TAS_INTER_PREC_CORR;8.484050145;A;_Z
93061;2003;A;ES61;TAS_INTER_PREC_CORR;7.396064154;A;_Z
93061;2004;A;ES61;TAS_INTER_PREC_CORR;7.725631769;A;_Z
93061;2005;A;ES61;TAS_INTER_PREC_CORR;11.989267774;A;_Z
93061;2006;A;ES61;TAS_INTER_PREC_CORR;12.504691728;A;_Z
93061;2007;A;ES61;TAS_INTER_PREC_CORR;8.541939237;A;_Z
93061;2008;A;ES61;TAS_INTER_PREC_CORR;1.677280767;A;_Z
93061;2009;A;ES61;TAS_INTER_PREC_CORR;2.797768358;A;_Z
93061;2010;A;ES61;TAS_INTER_PREC_CORR;-1.670844509;A;_Z
93061;2011;A;ES61;TAS_INTER_PREC_CORR;-1.093909744;A;_Z
93061;2012;A;ES61;TAS_INTER_PREC_CORR;-6.310812884;A;_Z
93061;2013;A;ES61;TAS_INTER_PREC_CORR;-0.382410214;A;_Z
93061;2014;A;ES61;TAS_INTER_PREC_CORR;6.38761403;A;_Z
93061;2015;A;ES61;TAS_INTER_PREC_CORR;8.249770043;A;_Z
93061;2016;A;ES61;TAS_INTER_PREC_CORR;-1.223909821;A;_Z
93061;2017;A;ES61;TAS_INTER_PREC_CORR;8.091713299;A;_Z
93061;2018;A;ES61;TAS_INTER_PREC_CORR;8.183366343;A;_Z
93061;2019;P;ES61;TAS_INTER_PREC_CORR;12.837299222;A;_Z
93061;2020;AV;ES61;TAS_INTER_PREC_CORR;-8.059651967;A;_Z
93061;2021;1E;ES61;TAS_INTER_PREC_CORR;9.233969069;A;_Z
93062;1996;A;ES61;TAS_INTER_PREC_CORR;11.937618826;A;_Z
93062;1997;A;ES61;TAS_INTER_PREC_CORR;4.443627118;A;_Z
93062;1998;A;ES61;TAS_INTER_PREC_CORR;3.586583471;A;_Z
93062;1999;A;ES61;TAS_INTER_PREC_CORR;4.753940118;A;_Z
93062;2000;A;ES61;TAS_INTER_PREC_CORR;10.735076087;A;_Z
93062;2001;A;ES61;TAS_INTER_PREC_CORR;7.404102002;A;_Z
93062;2002;A;ES61;TAS_INTER_PREC_CORR;6.053937987;A;_Z
93062;2003;A;ES61;TAS_INTER_PREC_CORR;6.96729821;A;_Z
93062;2004;A;ES61;TAS_INTER_PREC_CORR;6.287698689;A;_Z
93062;2005;A;ES61;TAS_INTER_PREC_CORR;7.065167861;A;_Z
93062;2006;A;ES61;TAS_INTER_PREC_CORR;8.273487965;A;_Z
93062;2007;A;ES61;TAS_INTER_PREC_CORR;7.8971452;A;_Z
93062;2008;A;ES61;TAS_INTER_PREC_CORR;9.07630679;A;_Z
93062;2009;A;ES61;TAS_INTER_PREC_CORR;5.837571852;A;_Z
93062;2010;A;ES61;TAS_INTER_PREC_CORR;0.499171422;A;_Z
93062;2011;A;ES61;TAS_INTER_PREC_CORR;-1.500312176;A;_Z
93062;2012;A;ES61;TAS_INTER_PREC_CORR;-5.897845499;A;_Z
93062;2013;A;ES61;TAS_INTER_PREC_CORR;-1.39801612;A;_Z
93062;2014;A;ES61;TAS_INTER_PREC_CORR;0.940470092;A;_Z
93062;2015;A;ES61;TAS_INTER_PREC_CORR;5.690992975;A;_Z
93062;2016;A;ES61;TAS_INTER_PREC_CORR;1.258323757;A;_Z
93062;2017;A;ES61;TAS_INTER_PREC_CORR;2.103300312;A;_Z
93062;2018;A;ES61;TAS_INTER_PREC_CORR;3.424644511;A;_Z
93062;2019;P;ES61;TAS_INTER_PREC_CORR;4.905672776;A;_Z
93062;2020;AV;ES61;TAS_INTER_PREC_CORR;0.176926069;A;_Z
93062;2021;1E;ES61;TAS_INTER_PREC_CORR;8.393344066;A;_Z
93063;1996;A;ES61;TAS_INTER_PREC_CORR;8.741223721;A;_Z
93063;1997;A;ES61;TAS_INTER_PREC_CORR;2.566847717;A;_Z
93063;1998;A;ES61;TAS_INTER_PREC_CORR;7.573295816;A;_Z
93063;1999;A;ES61;TAS_INTER_PREC_CORR;8.310831423;A;_Z
93063;2000;A;ES61;TAS_INTER_PREC_CORR;7.601955226;A;_Z
93063;2001;A;ES61;TAS_INTER_PREC_CORR;8.58829626;A;_Z
93063;2002;A;ES61;TAS_INTER_PREC_CORR;5.027216402;A;_Z
93063;2003;A;ES61;TAS_INTER_PREC_CORR;6.116850319;A;_Z
93063;2004;A;ES61;TAS_INTER_PREC_CORR;9.096243188;A;_Z
93063;2005;A;ES61;TAS_INTER_PREC_CORR;7.973659129;A;_Z
93063;2006;A;ES61;TAS_INTER_PREC_CORR;7.803219545;A;_Z
93063;2007;A;ES61;TAS_INTER_PREC_CORR;9.774087598;A;_Z
93063;2008;A;ES61;TAS_INTER_PREC_CORR;4.634180029;A;_Z
93063;2009;A;ES61;TAS_INTER_PREC_CORR;-2.805866472;A;_Z
93063;2010;A;ES61;TAS_INTER_PREC_CORR;5.980266964;A;_Z
93063;2011;A;ES61;TAS_INTER_PREC_CORR;-2.649849344;A;_Z
93063;2012;A;ES61;TAS_INTER_PREC_CORR;-7.14741758;A;_Z
93063;2013;A;ES61;TAS_INTER_PREC_CORR;-1.865282772;A;_Z
93063;2014;A;ES61;TAS_INTER_PREC_CORR;2.643931401;A;_Z
93063;2015;A;ES61;TAS_INTER_PREC_CORR;3.664588958;A;_Z
93063;2016;A;ES61;TAS_INTER_PREC_CORR;0.67846363;A;_Z
93063;2017;A;ES61;TAS_INTER_PREC_CORR;6.634332156;A;_Z
93063;2018;A;ES61;TAS_INTER_PREC_CORR;-1.360422273;A;_Z
93063;2019;P;ES61;TAS_INTER_PREC_CORR;1.482506506;A;_Z
93063;2020;AV;ES61;TAS_INTER_PREC_CORR;-13.169267267;A;_Z
93063;2021;1E;ES61;TAS_INTER_PREC_CORR;-0.056293854;A;_Z
93014;1996;A;ES61;TAS_INTER_PREC_CORR;3.894518446;A;_Z
93014;1997;A;ES61;TAS_INTER_PREC_CORR;7.410166353;A;_Z
93014;1998;A;ES61;TAS_INTER_PREC_CORR;6.687271588;A;_Z
93014;1999;A;ES61;TAS_INTER_PREC_CORR;7.816554351;A;_Z
93014;2000;A;ES61;TAS_INTER_PREC_CORR;8.469400923;A;_Z
93014;2001;A;ES61;TAS_INTER_PREC_CORR;10.169042621;A;_Z
93014;2002;A;ES61;TAS_INTER_PREC_CORR;8.130844351;A;_Z
93014;2003;A;ES61;TAS_INTER_PREC_CORR;9.140124051;A;_Z
93014;2004;A;ES61;TAS_INTER_PREC_CORR;8.057727631;A;_Z
93014;2005;A;ES61;TAS_INTER_PREC_CORR;8.033085027;A;_Z
93014;2006;A;ES61;TAS_INTER_PREC_CORR;9.633531658;A;_Z
93014;2007;A;ES61;TAS_INTER_PREC_CORR;8.656952982;A;_Z
93014;2008;A;ES61;TAS_INTER_PREC_CORR;4.234953168;A;_Z
93014;2009;A;ES61;TAS_INTER_PREC_CORR;-3.093749218;A;_Z
93014;2010;A;ES61;TAS_INTER_PREC_CORR;-1.656148093;A;_Z
93014;2011;A;ES61;TAS_INTER_PREC_CORR;0.592713696;A;_Z
93014;2012;A;ES61;TAS_INTER_PREC_CORR;0.415762418;A;_Z
93014;2013;A;ES61;TAS_INTER_PREC_CORR;-1.310725223;A;_Z
93014;2014;A;ES61;TAS_INTER_PREC_CORR;-0.118314874;A;_Z
93014;2015;A;ES61;TAS_INTER_PREC_CORR;2.824179938;A;_Z
93014;2016;A;ES61;TAS_INTER_PREC_CORR;3.636024396;A;_Z
93014;2017;A;ES61;TAS_INTER_PREC_CORR;6.113975551;A;_Z
93014;2018;A;ES61;TAS_INTER_PREC_CORR;2.071821188;A;_Z
93014;2019;P;ES61;TAS_INTER_PREC_CORR;0.324627034;A;_Z
93014;2020;AV;ES61;TAS_INTER_PREC_CORR;-11.220987503;A;_Z
93014;2021;1E;ES61;TAS_INTER_PREC_CORR;6.686838818;A;_Z
93022;1996;A;ES61;TAS_INTER_PREC_CORR;5.615918384;A;_Z
93022;1997;A;ES61;TAS_INTER_PREC_CORR;10.600523335;A;_Z
93022;1998;A;ES61;TAS_INTER_PREC_CORR;14.081791333;A;_Z
93022;1999;A;ES61;TAS_INTER_PREC_CORR;13.341623669;A;_Z
93022;2000;A;ES61;TAS_INTER_PREC_CORR;10.602250784;A;_Z
93022;2001;A;ES61;TAS_INTER_PREC_CORR;2.230100518;A;_Z
93022;2002;A;ES61;TAS_INTER_PREC_CORR;8.119894082;A;_Z
93022;2003;A;ES61;TAS_INTER_PREC_CORR;10.682758171;A;_Z
93022;2004;A;ES61;TAS_INTER_PREC_CORR;11.516506911;A;_Z
93022;2005;A;ES61;TAS_INTER_PREC_CORR;11.317958707;A;_Z
93022;2006;A;ES61;TAS_INTER_PREC_CORR;8.002826761;A;_Z
93022;2007;A;ES61;TAS_INTER_PREC_CORR;0.627557326;A;_Z
93022;2008;A;ES61;TAS_INTER_PREC_CORR;-16.305963176;A;_Z
93022;2009;A;ES61;TAS_INTER_PREC_CORR;-22.605397153;A;_Z
93022;2010;A;ES61;TAS_INTER_PREC_CORR;28.252669575;A;_Z
93022;2011;A;ES61;TAS_INTER_PREC_CORR;-5.983180573;A;_Z
93022;2012;A;ES61;TAS_INTER_PREC_CORR;7.053343176;A;_Z
93022;2013;A;ES61;TAS_INTER_PREC_CORR;10.367386135;A;_Z
93022;2014;A;ES61;TAS_INTER_PREC_CORR;4.568721543;A;_Z
93022;2015;A;ES61;TAS_INTER_PREC_CORR;7.005449955;A;_Z
