TERRITORIO;TEMPORAL;INDICATOR;OBS_VALUE;OBS_STATUS;FREQ
3379;2014;EUR_HAB;10.314599877825291;;A
3379;2015;EUR_HAB;13.243651753325272;;A
3379;2016;EUR_HAB;16.627906976744185;;A
3379;2017;EUR_HAB;51.0221316249272;;A
3379;2018;EUR_HAB;26.80181457329175;;A
3379;2019;EUR_HAB;17.312811980033278;;A
3382;2004;EUR_HAB;29.632839721254356;;A
3382;2005;EUR_HAB;31.663854639844256;;A
3382;2006;EUR_HAB;34.17936065222055;;A
3382;2007;EUR_HAB;35.793586748778935;;A
3382;2008;EUR_HAB;34.59521812080537;;A
3382;2009;EUR_HAB;35.98881756057155;;A
3382;2010;EUR_HAB;38.711597463694005;;A
3382;2011;EUR_HAB;41.06400161518272;;A
3382;2012;EUR_HAB;43.26240286909743;;A
3382;2013;EUR_HAB;47.37972440944882;;A
3382;2014;EUR_HAB;50.13840763091298;;A
3382;2015;EUR_HAB;53.058188824662814;;A
3382;2016;EUR_HAB;49.89839572192513;;A
3382;2017;EUR_HAB;64.62194428652643;;A
3382;2018;EUR_HAB;49.2644954819277;;A
3382;2019;EUR_HAB;48.00729244577412;;A
3382;2020;EUR_HAB;48.78639152258785;;A
3386;2004;EUR_HAB;6.4205097340091815;;A
3386;2006;EUR_HAB;6.500999418664841;;A
3386;2008;EUR_HAB;6.231328245862638;;A
3386;2010;EUR_HAB;7.596097904524716;;A
3386;2012;EUR_HAB;9.353796365073292;;A
3386;2014;EUR_HAB;12.89247922429216;;A
3386;2015;EUR_HAB;15.19185260311021;;A
3386;2017;EUR_HAB;13.650518703619566;;A
3386;2019;EUR_HAB;16.294045209019416;;A
3397;2013;EUR_HAB;1.4903963552895048;;A
3397;2014;EUR_HAB;1.5938495104314625;;A
3397;2015;EUR_HAB;2.035549893028985;;A
3397;2016;EUR_HAB;1.6379251719956023;;A
3397;2017;EUR_HAB;1.7590437638693834;;A
3397;2018;EUR_HAB;1.927219087445937;;A
3397;2019;EUR_HAB;2.2197937004336783;;A
3397;2020;EUR_HAB;2.566410547416848;;A
3574;2008;EUR_HAB;0.5553538253673366;;A
3574;2009;EUR_HAB;0.9000402559724593;;A
3574;2010;EUR_HAB;0.7827650324027234;;A
3574;2011;EUR_HAB;0.8443899547316231;;A
3574;2012;EUR_HAB;0.7676519101841013;;A
3574;2013;EUR_HAB;0.6625256080264748;;A
3574;2014;EUR_HAB;0.5713767458733902;;A
3574;2015;EUR_HAB;1.0790483009026055;;A
3574;2016;EUR_HAB;0.8963899190191478;;A
3574;2017;EUR_HAB;0.8233660802111736;;A
3574;2018;EUR_HAB;0.639330770081197;;A
3574;2019;EUR_HAB;0.5375821940202715;;A
3574;2020;EUR_HAB;0.3368951250224861;;A
