TEMPORAL;TERRITORIO;SEXO;NACIONALIDAD;EDAD;INDICATOR;OBS_VALUE;FREQ
2021;ES61;_T;TOTAL;TOTAL;HAB;8472407.0;A
2021;ES61;_T;TOTAL;Y_LT15;HAB;1279906.0;A
2021;ES61;_T;TOTAL;Y1-4;HAB;358486.0;A
2021;ES61;_T;TOTAL;Y_LT1;HAB;60429.0;A
2021;ES61;_T;TOTAL;Y1;HAB;68641.0;A
2021;ES61;_T;TOTAL;Y2;HAB;71751.0;A
2021;ES61;_T;TOTAL;Y3;HAB;76344.0;A
2021;ES61;_T;TOTAL;Y4;HAB;81321.0;A
2021;ES61;_T;TOTAL;Y5-9;HAB;430752.0;A
2021;ES61;_T;TOTAL;Y5;HAB;82779.0;A
2021;ES61;_T;TOTAL;Y6;HAB;84762.0;A
2021;ES61;_T;TOTAL;Y7;HAB;83461.0;A
2021;ES61;_T;TOTAL;Y8;HAB;88506.0;A
2021;ES61;_T;TOTAL;Y9;HAB;91244.0;A
2021;ES61;_T;TOTAL;Y10-14;HAB;490668.0;A
2021;ES61;_T;TOTAL;Y10;HAB;93650.0;A
2021;ES61;_T;TOTAL;Y11;HAB;96262.0;A
2021;ES61;_T;TOTAL;Y12;HAB;102143.0;A
2021;ES61;_T;TOTAL;Y13;HAB;98893.0;A
2021;ES61;_T;TOTAL;Y14;HAB;99720.0;A
2021;ES61;_T;TOTAL;Y15-29;HAB;1388699.0;A
2021;ES61;_T;TOTAL;Y15-19;HAB;465342.0;A
2021;ES61;_T;TOTAL;Y15;HAB;96895.0;A
2021;ES61;_T;TOTAL;Y16;HAB;94531.0;A
2021;ES61;_T;TOTAL;Y17;HAB;92690.0;A
2021;ES61;_T;TOTAL;Y18;HAB;90322.0;A
2021;ES61;_T;TOTAL;Y19;HAB;90904.0;A
2021;ES61;_T;TOTAL;Y20-24;HAB;447653.0;A
2021;ES61;_T;TOTAL;Y20;HAB;91413.0;A
2021;ES61;_T;TOTAL;Y21;HAB;90177.0;A
2021;ES61;_T;TOTAL;Y22;HAB;87853.0;A
2021;ES61;_T;TOTAL;Y23;HAB;89432.0;A
2021;ES61;_T;TOTAL;Y24;HAB;88778.0;A
2021;ES61;_T;TOTAL;Y25-29;HAB;475704.0;A
2021;ES61;_T;TOTAL;Y25;HAB;90271.0;A
2021;ES61;_T;TOTAL;Y26;HAB;91649.0;A
2021;ES61;_T;TOTAL;Y27;HAB;96001.0;A
2021;ES61;_T;TOTAL;Y28;HAB;98868.0;A
2021;ES61;_T;TOTAL;Y29;HAB;98915.0;A
2021;ES61;_T;TOTAL;Y30-44;HAB;1806666.0;A
2021;ES61;_T;TOTAL;Y30-34;HAB;515009.0;A
2021;ES61;_T;TOTAL;Y30;HAB;100185.0;A
2021;ES61;_T;TOTAL;Y31;HAB;101399.0;A
2021;ES61;_T;TOTAL;Y32;HAB;102627.0;A
2021;ES61;_T;TOTAL;Y33;HAB;104197.0;A
2021;ES61;_T;TOTAL;Y34;HAB;106601.0;A
2021;ES61;_T;TOTAL;Y35-39;HAB;594739.0;A
2021;ES61;_T;TOTAL;Y35;HAB;109568.0;A
2021;ES61;_T;TOTAL;Y36;HAB;114475.0;A
2021;ES61;_T;TOTAL;Y37;HAB;118508.0;A
2021;ES61;_T;TOTAL;Y38;HAB;124351.0;A
2021;ES61;_T;TOTAL;Y39;HAB;127837.0;A
2021;ES61;_T;TOTAL;Y40-44;HAB;696918.0;A
2021;ES61;_T;TOTAL;Y40;HAB;134768.0;A
2021;ES61;_T;TOTAL;Y41;HAB;136317.0;A
2021;ES61;_T;TOTAL;Y42;HAB;140952.0;A
2021;ES61;_T;TOTAL;Y43;HAB;141945.0;A
2021;ES61;_T;TOTAL;Y44;HAB;142936.0;A
2021;ES61;_T;TOTAL;Y45-64;HAB;2501743.0;A
2021;ES61;_T;TOTAL;Y45-49;HAB;689126.0;A
2021;ES61;_T;TOTAL;Y45;HAB;141328.0;A
2021;ES61;_T;TOTAL;Y46;HAB;139843.0;A
2021;ES61;_T;TOTAL;Y47;HAB;136886.0;A
2021;ES61;_T;TOTAL;Y48;HAB;136900.0;A
2021;ES61;_T;TOTAL;Y49;HAB;134169.0;A
2021;ES61;_T;TOTAL;Y50-54;HAB;665377.0;A
2021;ES61;_T;TOTAL;Y50;HAB;133746.0;A
2021;ES61;_T;TOTAL;Y51;HAB;132984.0;A
2021;ES61;_T;TOTAL;Y52;HAB;132980.0;A
2021;ES61;_T;TOTAL;Y53;HAB;135147.0;A
2021;ES61;_T;TOTAL;Y54;HAB;130520.0;A
2021;ES61;_T;TOTAL;Y55-59;HAB;617409.0;A
2021;ES61;_T;TOTAL;Y55;HAB;129663.0;A
2021;ES61;_T;TOTAL;Y56;HAB;132536.0;A
2021;ES61;_T;TOTAL;Y57;HAB;124190.0;A
2021;ES61;_T;TOTAL;Y58;HAB;117077.0;A
2021;ES61;_T;TOTAL;Y59;HAB;113943.0;A
2021;ES61;_T;TOTAL;Y60-64;HAB;529831.0;A
2021;ES61;_T;TOTAL;Y60;HAB;113981.0;A
2021;ES61;_T;TOTAL;Y61;HAB;109603.0;A
2021;ES61;_T;TOTAL;Y62;HAB;108178.0;A
2021;ES61;_T;TOTAL;Y63;HAB;104017.0;A
2021;ES61;_T;TOTAL;Y64;HAB;94052.0;A
2021;ES61;_T;TOTAL;Y65-100;HAB;1495393.0;A
2021;ES61;_T;TOTAL;Y65-69;HAB;424411.0;A
2021;ES61;_T;TOTAL;Y65;HAB;91300.0;A
2021;ES61;_T;TOTAL;Y66;HAB;85306.0;A
2021;ES61;_T;TOTAL;Y67;HAB;86241.0;A
2021;ES61;_T;TOTAL;Y68;HAB;83996.0;A
2021;ES61;_T;TOTAL;Y69;HAB;77568.0;A
2021;ES61;_T;TOTAL;Y70-74;HAB;359503.0;A
2021;ES61;_T;TOTAL;Y70;HAB;70096.0;A
2021;ES61;_T;TOTAL;Y71;HAB;75123.0;A
2021;ES61;_T;TOTAL;Y72;HAB;78662.0;A
2021;ES61;_T;TOTAL;Y73;HAB;71247.0;A
2021;ES61;_T;TOTAL;Y74;HAB;64375.0;A
2021;ES61;_T;TOTAL;Y75-79;HAB;289542.0;A
2021;ES61;_T;TOTAL;Y75;HAB;68927.0;A
2021;ES61;_T;TOTAL;Y76;HAB;63152.0;A
2021;ES61;_T;TOTAL;Y77;HAB;63079.0;A
2021;ES61;_T;TOTAL;Y78;HAB;50696.0;A
2021;ES61;_T;TOTAL;Y79;HAB;43688.0;A
2021;ES61;_T;TOTAL;Y80-84;HAB;207238.0;A
2021;ES61;_T;TOTAL;Y80;HAB;53920.0;A
2021;ES61;_T;TOTAL;Y81;HAB;37783.0;A
2021;ES61;_T;TOTAL;Y82;HAB;37627.0;A
2021;ES61;_T;TOTAL;Y83;HAB;38692.0;A
2021;ES61;_T;TOTAL;Y84;HAB;39216.0;A
2021;ES61;_T;TOTAL;Y85-89;HAB;142406.0;A
2021;ES61;_T;TOTAL;Y85;HAB;35347.0;A
2021;ES61;_T;TOTAL;Y86;HAB;30995.0;A
2021;ES61;_T;TOTAL;Y87;HAB;29409.0;A
2021;ES61;_T;TOTAL;Y88;HAB;25766.0;A
2021;ES61;_T;TOTAL;Y89;HAB;20889.0;A
2021;ES61;_T;TOTAL;Y90-94;HAB;56879.0;A
2021;ES61;_T;TOTAL;Y90;HAB;17662.0;A
2021;ES61;_T;TOTAL;Y91;HAB;14057.0;A
2021;ES61;_T;TOTAL;Y92;HAB;11066.0;A
2021;ES61;_T;TOTAL;Y93;HAB;7908.0;A
2021;ES61;_T;TOTAL;Y94;HAB;6186.0;A
2021;ES61;_T;TOTAL;Y95-99;HAB;12656.0;A
2021;ES61;_T;TOTAL;Y95;HAB;4502.0;A
2021;ES61;_T;TOTAL;Y96;HAB;3309.0;A
2021;ES61;_T;TOTAL;Y97;HAB;2249.0;A
2021;ES61;_T;TOTAL;Y98;HAB;1584.0;A
2021;ES61;_T;TOTAL;Y99;HAB;1012.0;A
2021;ES61;_T;TOTAL;Y_GE100;HAB;2758.0;A
2021;ES61;_T;TOTAL;Y100;HAB;671.0;A
2021;ES61;_T;TOTAL;Y101;HAB;462.0;A
2021;ES61;_T;TOTAL;Y102;HAB;298.0;A
2021;ES61;_T;TOTAL;Y103;HAB;217.0;A
2021;ES61;_T;TOTAL;Y104;HAB;206.0;A
2021;ES61;_T;TOTAL;Y105;HAB;174.0;A
2021;ES61;_T;TOTAL;Y106;HAB;134.0;A
2021;ES61;_T;TOTAL;Y107;HAB;121.0;A
2021;ES61;_T;TOTAL;Y108;HAB;121.0;A
2021;ES61;_T;TOTAL;Y109;HAB;92.0;A
2021;ES61;_T;TOTAL;Y110;HAB;99.0;A
2021;ES61;_T;TOTAL;Y111;HAB;63.0;A
2021;ES61;_T;TOTAL;Y112;HAB;42.0;A
2021;ES61;_T;TOTAL;Y113;HAB;39.0;A
2021;ES61;_T;TOTAL;Y114;HAB;19.0;A
2021;ES61;_T;ES;TOTAL;HAB;7760491.0;A
2021;ES61;_T;ES;Y_LT15;HAB;1184694.0;A
2021;ES61;_T;ES;Y1-4;HAB;325736.0;A
2021;ES61;_T;ES;Y_LT1;HAB;54622.0;A
2021;ES61;_T;ES;Y1;HAB;61806.0;A
2021;ES61;_T;ES;Y2;HAB;65430.0;A
2021;ES61;_T;ES;Y3;HAB;69655.0;A
2021;ES61;_T;ES;Y4;HAB;74223.0;A
2021;ES61;_T;ES;Y5-9;HAB;397625.0;A
2021;ES61;_T;ES;Y5;HAB;75771.0;A
2021;ES61;_T;ES;Y6;HAB;77777.0;A
2021;ES61;_T;ES;Y7;HAB;76978.0;A
2021;ES61;_T;ES;Y8;HAB;82174.0;A
2021;ES61;_T;ES;Y9;HAB;84925.0;A
2021;ES61;_T;ES;Y10-14;HAB;461333.0;A
2021;ES61;_T;ES;Y10;HAB;87410.0;A
2021;ES61;_T;ES;Y11;HAB;90119.0;A
2021;ES61;_T;ES;Y12;HAB;96075.0;A
2021;ES61;_T;ES;Y13;HAB;93330.0;A
2021;ES61;_T;ES;Y14;HAB;94399.0;A
2021;ES61;_T;ES;Y15-29;HAB;1257733.0;A
2021;ES61;_T;ES;Y15-19;HAB;435316.0;A
2021;ES61;_T;ES;Y15;HAB;91561.0;A
2021;ES61;_T;ES;Y16;HAB;89039.0;A
2021;ES61;_T;ES;Y17;HAB;87054.0;A
2021;ES61;_T;ES;Y18;HAB;83803.0;A
2021;ES61;_T;ES;Y19;HAB;83859.0;A
2021;ES61;_T;ES;Y20-24;HAB;404157.0;A
2021;ES61;_T;ES;Y20;HAB;83813.0;A
2021;ES61;_T;ES;Y21;HAB;82031.0;A
2021;ES61;_T;ES;Y22;HAB;79255.0;A
2021;ES61;_T;ES;Y23;HAB;80143.0;A
2021;ES61;_T;ES;Y24;HAB;78915.0;A
